,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,file_name,utm_hemisphere,utm_zone,area_utm_easting_meters,area_utm_northing_meters,context_number,find_number,shape_description,inclusion_size,inclusion_colors,inclusion_types,porosity,exterior_surface,interior_surface,exterior_decoration,wall_thickness,manufacture,burning,fabric_group_name,encrustation,deterioration,fabric_group_examplar,volume_millimeter_cubed,weight_grams,xrf_group,type_group,xmin
1516,1516,1516,1516,1516,1516,1516,478130_4419430_38_108,N,38,478130,4419430,38,108,,medium,,,,,,,,,,,,,0,,,,,50917
1517,1517,1517,1517,1517,1517,1517,478130_4419430_38_109,N,38,478130,4419430,38,109,,medium,,,,,,,,,,,,,0,,,,,50921
1518,1518,1518,1518,1518,1518,1518,478130_4419430_38_110,N,38,478130,4419430,38,110,,medium,,,,,,,,,,,,,0,,,,,50923
1519,1519,1519,1519,1519,1519,1519,478130_4419430_38_111,N,38,478130,4419430,38,111,,fine,,,,,,,,,,,,,0,,,,,50925
1520,1520,1520,1520,1520,1520,1520,478130_4419430_38_112,N,38,478130,4419430,38,112,,medium,,,,,,,,,,,,,0,,,,,50927
1521,1521,1521,1521,1521,1521,1521,478130_4419430_38_113,N,38,478130,4419430,38,113,,medium,,,,,,,,,,,,,0,,,,,50929
1522,1522,1522,1522,1522,1522,1522,478130_4419430_38_114,N,38,478130,4419430,38,114,,medium,,,,slipped,,,,,,,,,0,,,,,50931
1523,1523,1523,1523,1523,1523,1523,478130_4419430_38_115,N,38,478130,4419430,38,115,,fine,,,,,,,,,,,,,0,,,,,50933
1524,1524,1524,1524,1524,1524,1524,478130_4419430_38_116,N,38,478130,4419430,38,116,,medium,,,,,,,,,,,,,0,,,,,50935
1525,1525,1525,1525,1525,1525,1525,478130_4419430_38_117,N,38,478130,4419430,38,117,,medium,,,,slipped,,,,,,,,,0,,,,,50937
1526,1526,1526,1526,1526,1526,1526,478130_4419430_38_118,N,38,478130,4419430,38,118,,medium,,,,,,line - straight and wave,,,,,,,0,,,,,50939
1527,1527,1527,1527,1527,1527,1527,478130_4419430_38_119,N,38,478130,4419430,38,119,,fine,,,,slipped,,,,,,,,,0,,,,,50941
1528,1528,1528,1528,1528,1528,1528,478130_4419430_38_120,N,38,478130,4419430,38,120,,fine,,,,,,,,,,,,,0,,,,,50943
1529,1529,1529,1529,1529,1529,1529,478130_4419430_38_121,N,38,478130,4419430,38,121,,fine,,,,,,,,,,,,,0,,,,,50945
1530,1530,1530,1530,1530,1530,1530,478130_4419430_38_122,N,38,478130,4419430,38,122,,medium,,,,,,,,,,,,,0,,,,,50947
1531,1531,1531,1531,1531,1531,1531,478130_4419430_38_123,N,38,478130,4419430,38,123,,medium,,,,,,,,,,,,,0,,,,,50949
1532,1532,1532,1532,1532,1532,1532,478130_4419430_38_124,N,38,478130,4419430,38,124,,fine,,,,,,,,,,,,,0,,,,,50951
1533,1533,1533,1533,1533,1533,1533,478130_4419430_38_125,N,38,478130,4419430,38,125,,medium,,,,,,,,,,,,,0,,,,,50953
1534,1534,1534,1534,1534,1534,1534,478130_4419430_38_126,N,38,478130,4419430,38,126,,fine,,,,,,,,,,,,,0,,,,,50955
1535,1535,1535,1535,1535,1535,1535,478130_4419430_38_127,N,38,478130,4419430,38,127,,medium,,,,,,,,,,,,,0,,,,,50957
1536,1536,1536,1536,1536,1536,1536,478130_4419430_38_128,N,38,478130,4419430,38,128,,medium,,,,slipped,,,,,,,,,0,,,,,50960
1537,1537,1537,1537,1537,1537,1537,478130_4419430_38_129,N,38,478130,4419430,38,129,,fine,,,,,,,,,,,,,0,,,,,50962
1538,1538,1538,1538,1538,1538,1538,478130_4419430_38_130,N,38,478130,4419430,38,130,,medium,,,,,,,,,,,,,0,,,,,50964
1539,1539,1539,1539,1539,1539,1539,478130_4419430_38_131,N,38,478130,4419430,38,131,,medium,,,,slipped and burnished,,,,,,,,,0,,,,,50966
1540,1540,1540,1540,1540,1540,1540,478130_4419430_38_132,N,38,478130,4419430,38,132,,medium,,,,,,,,,,,,,0,,,,,50968
1541,1541,1541,1541,1541,1541,1541,478130_4419430_38_133,N,38,478130,4419430,38,133,,medium,,,,slipped,,,,,,,,,0,,,,,50970
1542,1542,1542,1542,1542,1542,1542,478130_4419430_38_134,N,38,478130,4419430,38,134,,medium,,,,,,impressed,,,,,,,0,,,,,50972
1543,1543,1543,1543,1543,1543,1543,478130_4419430_38_135,N,38,478130,4419430,38,135,,fine,,,,,,,,,,,,,0,,,,,50974
1544,1544,1544,1544,1544,1544,1544,478130_4419430_38_136,N,38,478130,4419430,38,136,,fine,,,,,,,,,,,,,0,,,,,50976
1545,1545,1545,1545,1545,1545,1545,478130_4419430_38_137,N,38,478130,4419430,38,137,,fine,,,,,,,,,,,,,0,,,,,50978
1546,1546,1546,1546,1546,1546,1546,478130_4419430_38_138,N,38,478130,4419430,38,138,,medium,,,,,,,,,,,,,0,,,,,50980
1547,1547,1547,1547,1547,1547,1547,478130_4419430_38_139,N,38,478130,4419430,38,139,,fine,,,,,,,,,,,,,0,,,,,50982
1548,1548,1548,1548,1548,1548,1548,478130_4419430_38_140,N,38,478130,4419430,38,140,,medium,,,,,,,,,,,,,0,,,,,50984
1549,1549,1549,1549,1549,1549,1549,478130_4419430_38_141,N,38,478130,4419430,38,141,,fine,,,,,,,,,,,,,0,,,,,50986
1550,1550,1550,1550,1550,1550,1550,478130_4419430_38_142,N,38,478130,4419430,38,142,,medium,,,,,,,,,,,,,0,,,,,50988
1551,1551,1551,1551,1551,1551,1551,478130_4419430_38_143,N,38,478130,4419430,38,143,,fine,,,,slipped and burnished,,ridged,,,,,,,0,,,,,50990
1552,1552,1552,1552,1552,1552,1552,478130_4419430_38_144,N,38,478130,4419430,38,144,,medium,,,,,,,,,,,,,0,,,,,50994
1553,1553,1553,1553,1553,1553,1553,478130_4419430_38_145,N,38,478130,4419430,38,145,,fine,,,,,,,,,,,,,0,,,,,50996
1554,1554,1554,1554,1554,1554,1554,478130_4419430_38_146,N,38,478130,4419430,38,146,,medium,,,,,,,,,,,,,0,,,,,50998
1555,1555,1555,1555,1555,1555,1555,478130_4419430_38_147,N,38,478130,4419430,38,147,,medium,,,,,,,,,,,,,0,,,,,51000
1556,1556,1556,1556,1556,1556,1556,478130_4419430_38_148,N,38,478130,4419430,38,148,,fine,,,,slipped,,,,,,,,,0,,,,,51002
1557,1557,1557,1557,1557,1557,1557,478130_4419430_38_149,N,38,478130,4419430,38,149,,medium,,,,,,,,,,,,,0,,,,,51004
1558,1558,1558,1558,1558,1558,1558,478130_4419430_38_150,N,38,478130,4419430,38,150,,medium,,,,,,,,,,,,,0,,,,,51006
1559,1559,1559,1559,1559,1559,1559,478130_4419430_38_151,N,38,478130,4419430,38,151,,medium,,,,,,,,,,,,,0,,,,,51008
1560,1560,1560,1560,1560,1560,1560,478130_4419430_38_152,N,38,478130,4419430,38,152,,medium,,,,,,,,,,,,,0,,,,,51010
1561,1561,1561,1561,1561,1561,1561,478130_4419430_38_153,N,38,478130,4419430,38,153,,fine,,,,,,,,,,,,,0,,,,,51014
1562,1562,1562,1562,1562,1562,1562,478130_4419430_38_154,N,38,478130,4419430,38,154,,medium,,,,burnished,,,,,,,,,0,,,,,51016
1563,1563,1563,1563,1563,1563,1563,478130_4419430_38_155,N,38,478130,4419430,38,155,,coarse,,,,,,,,,,,,,0,,,,,51018
1564,1564,1564,1564,1564,1564,1564,478130_4419430_38_156,N,38,478130,4419430,38,156,,fine,,,,slipped,,,,,,,,,0,,,,,51020
1565,1565,1565,1565,1565,1565,1565,478130_4419430_38_157,N,38,478130,4419430,38,157,,coarse,,,,,,,,,,,,,0,,,,,51022
1566,1566,1566,1566,1566,1566,1566,478130_4419430_38_158,N,38,478130,4419430,38,158,,medium,,,,slipped,,,,,,,,,0,,,,,51024
1567,1567,1567,1567,1567,1567,1567,478130_4419430_38_159,N,38,478130,4419430,38,159,,medium,,,,slipped,,,,,,,,,0,,,,,51026
1568,1568,1568,1568,1568,1568,1568,478130_4419430_38_160,N,38,478130,4419430,38,160,,medium,,,,slipped,,,,,,,,,0,,,,,51028
1569,1569,1569,1569,1569,1569,1569,478130_4419430_38_161,N,38,478130,4419430,38,161,,medium,,,,slipped,,,,,,,,,0,,,,,51030
1570,1570,1570,1570,1570,1570,1570,478130_4419430_38_162,N,38,478130,4419430,38,162,,medium,,,,slipped,,,,,,,,,0,,,,,51032
1571,1571,1571,1571,1571,1571,1571,478130_4419430_38_163,N,38,478130,4419430,38,163,,medium,,,,burnished,,,,,,,,,0,,,,,51034
1572,1572,1572,1572,1572,1572,1572,478130_4419430_38_164,N,38,478130,4419430,38,164,,medium,,,,,,,,,,,,,0,,,,,51037
1573,1573,1573,1573,1573,1573,1573,478130_4419430_38_165,N,38,478130,4419430,38,165,,fine,,,,slipped,,,,,,,,,0,,,,,51039
1574,1574,1574,1574,1574,1574,1574,478130_4419430_38_166,N,38,478130,4419430,38,166,,medium,,,,,,,,,,,,,0,,,,,51041
1575,1575,1575,1575,1575,1575,1575,478130_4419430_38_167,N,38,478130,4419430,38,167,,medium,,,,slipped,,,,,,,,,0,,,,,51043
1576,1576,1576,1576,1576,1576,1576,478130_4419430_38_168,N,38,478130,4419430,38,168,,medium,,,,,,,,,,,,,0,,,,,51045
1577,1577,1577,1577,1577,1577,1577,478130_4419430_38_169,N,38,478130,4419430,38,169,,medium,,,,slipped,,,,,,,,,0,,,,,51048
1578,1578,1578,1578,1578,1578,1578,478130_4419430_38_170,N,38,478130,4419430,38,170,,medium,,,,slipped and burnished,,line - straight,,,,,,,0,,,,,51050
1579,1579,1579,1579,1579,1579,1579,478130_4419430_38_171,N,38,478130,4419430,38,171,,fine,,,,,,,,,,,,,0,,,,,51052
1580,1580,1580,1580,1580,1580,1580,478130_4419430_38_172,N,38,478130,4419430,38,172,,medium,,,,,,,,,,,,,0,,,,,51054
1581,1581,1581,1581,1581,1581,1581,478130_4419430_38_173,N,38,478130,4419430,38,173,,medium,,,,slipped,,,,,,,,,0,,,,,51056
1582,1582,1582,1582,1582,1582,1582,478130_4419430_38_174,N,38,478130,4419430,38,174,,medium,,,,,,,,,,,,,0,,,,,51058
1583,1583,1583,1583,1583,1583,1583,478130_4419430_38_175,N,38,478130,4419430,38,175,,fine,,,,slipped,,,,,,,,,0,,,,,51060
1584,1584,1584,1584,1584,1584,1584,478130_4419430_38_176,N,38,478130,4419430,38,176,,medium,,,,,,,,,,,,,0,,,,,51062
1585,1585,1585,1585,1585,1585,1585,478130_4419430_38_177,N,38,478130,4419430,38,177,,medium,,,,,,,,,,,,,0,,,,,51064
1586,1586,1586,1586,1586,1586,1586,478130_4419430_38_178,N,38,478130,4419430,38,178,,fine,,,,,,,,,,,,,0,,,,,51066
1587,1587,1587,1587,1587,1587,1587,478130_4419430_38_179,N,38,478130,4419430,38,179,,medium,,,,slipped and burnished,,line - straight,,,,,,,0,,,,,59576
1588,1588,1588,1588,1588,1588,1588,478130_4419430_38_180,N,38,478130,4419430,38,180,,fine,,,,slipped,,,,,,,,,0,,,,,51070
1589,1589,1589,1589,1589,1589,1589,478130_4419430_38_181,N,38,478130,4419430,38,181,,medium,,,,slipped,,,,,,,,,0,,,,,51072
1590,1590,1590,1590,1590,1590,1590,478130_4419430_38_182,N,38,478130,4419430,38,182,,medium,,,,slipped,,,,,,,,,0,,,,,51074
1591,1591,1591,1591,1591,1591,1591,478130_4419430_38_183,N,38,478130,4419430,38,183,,medium,,,,slipped,,,,,,,,,0,,,,,51076
1592,1592,1592,1592,1592,1592,1592,478130_4419430_38_184,N,38,478130,4419430,38,184,,fine,,,,,,,,,,,,,0,,,,,51078
1593,1593,1593,1593,1593,1593,1593,478130_4419430_38_185,N,38,478130,4419430,38,185,,medium,,,,slipped,,,,,,,,,0,,,,,51080
1594,1594,1594,1594,1594,1594,1594,478130_4419430_38_186,N,38,478130,4419430,38,186,,fine,,,,,,,,,,,,,0,,,,,51082
1595,1595,1595,1595,1595,1595,1595,478130_4419430_38_187,N,38,478130,4419430,38,187,,medium,,,,,,line - wave,,,,,,,0,,,,,51084
1596,1596,1596,1596,1596,1596,1596,478130_4419430_38_188,N,38,478130,4419430,38,188,,medium,,,,,,,,,,,,,0,,,,,51086
1597,1597,1597,1597,1597,1597,1597,478130_4419430_38_189,N,38,478130,4419430,38,189,,medium,,,,,,,,,,,,,0,,,,,51088
1598,1598,1598,1598,1598,1598,1598,478130_4419430_38_190,N,38,478130,4419430,38,190,,fine,,,,,,,,,,,,,0,,,,,51090
1599,1599,1599,1599,1599,1599,1599,478130_4419430_38_191,N,38,478130,4419430,38,191,,fine,,,,,,,,,,,,,0,,,,,51092
1600,1600,1600,1600,1600,1600,1600,478130_4419430_38_192,N,38,478130,4419430,38,192,,medium,,,,,,,,,,,,,0,,,,,51094
1601,1601,1601,1601,1601,1601,1601,478130_4419430_38_193,N,38,478130,4419430,38,193,,medium,,,,,,,,,,,,,0,,,,,51096
1602,1602,1602,1602,1602,1602,1602,478130_4419430_38_194,N,38,478130,4419430,38,194,,medium,,,,,,,,,,,,,0,,,,,51098
1603,1603,1603,1603,1603,1603,1603,478130_4419430_38_195,N,38,478130,4419430,38,195,,fine,,,,,,,,,,,,,0,,,,,51100
1604,1604,1604,1604,1604,1604,1604,478130_4419430_38_196,N,38,478130,4419430,38,196,,medium,,,,,,,,,,,,,0,,,,,51102
1605,1605,1605,1605,1605,1605,1605,478130_4419430_38_197,N,38,478130,4419430,38,197,,coarse,,,,,,,,,,,,,0,,,,,51104
1606,1606,1606,1606,1606,1606,1606,478130_4419430_38_198,N,38,478130,4419430,38,198,,medium,,,,slipped,,,,,,,,,0,,,,,51106
1607,1607,1607,1607,1607,1607,1607,478130_4419430_38_199,N,38,478130,4419430,38,199,,medium,,,,,,Raised band,,,,,,,0,,,,,59578
1608,1608,1608,1608,1608,1608,1608,478130_4419430_38_200,N,38,478130,4419430,38,200,,medium,,,,slipped,,,,,,,,,0,,,,,51110
1609,1609,1609,1609,1609,1609,1609,478130_4419430_38_201,N,38,478130,4419430,38,201,,medium,,,,,,,,,,,,,0,,,,,51112
1610,1610,1610,1610,1610,1610,1610,478130_4419430_38_202,N,38,478130,4419430,38,202,,medium,,,,slipped,,,,,,,,,0,,,,,51114
1611,1611,1611,1611,1611,1611,1611,478130_4419430_38_203,N,38,478130,4419430,38,203,,medium,,,,slipped,,,,,,,,,0,,,,,51116
1612,1612,1612,1612,1612,1612,1612,478130_4419430_38_204,N,38,478130,4419430,38,204,,medium,,,,,,,,,,,,,0,,,,,51118
1613,1613,1613,1613,1613,1613,1613,478130_4419430_38_205,N,38,478130,4419430,38,205,,medium,,,,,,,,,,,,,0,,,,,51120
1614,1614,1614,1614,1614,1614,1614,478130_4419430_38_206,N,38,478130,4419430,38,206,,medium,,,,slipped,,,,,,,,,0,,,,,51122
1615,1615,1615,1615,1615,1615,1615,478130_4419430_38_207,N,38,478130,4419430,38,207,,medium,,,,slipped,,,,,,,,,0,,,,,51126
1616,1616,1616,1616,1616,1616,1616,478130_4419430_38_208,N,38,478130,4419430,38,208,,medium,,,,,,,,,,,,,0,,,,,51128
1617,1617,1617,1617,1617,1617,1617,478130_4419430_38_209,N,38,478130,4419430,38,209,,medium,,,,,,,,,,,,,0,,,,,51130
1618,1618,1618,1618,1618,1618,1618,478130_4419430_38_210,N,38,478130,4419430,38,210,,medium,,,,,,,,,,,,,0,,,,,51132
1619,1619,1619,1619,1619,1619,1619,478130_4419430_38_211,N,38,478130,4419430,38,211,,medium,,,,,,ridged,,,,,,,0,,,,,51134
1620,1620,1620,1620,1620,1620,1620,478130_4419430_38_212,N,38,478130,4419430,38,212,,medium,,,,slipped,,,,,,,,,0,,,,,51136
1621,1621,1621,1621,1621,1621,1621,478130_4419430_38_213,N,38,478130,4419430,38,213,,medium,,,,,,line - parallel straight,,,,,,,0,,,,,59580
1622,1622,1622,1622,1622,1622,1622,478130_4419430_38_214,N,38,478130,4419430,38,214,,medium,,,,slipped,,,,,,,,,0,,,,,51140
1623,1623,1623,1623,1623,1623,1623,478130_4419430_38_215,N,38,478130,4419430,38,215,,medium,,,,slipped,,,,,,,,,0,,,,,51142
1624,1624,1624,1624,1624,1624,1624,478130_4419430_38_216,N,38,478130,4419430,38,216,,medium,,,,slipped,,,,,,,,,0,,,,,51144
1625,1625,1625,1625,1625,1625,1625,478130_4419430_38_217,N,38,478130,4419430,38,217,,fine,,,,slipped,,,,,,,,,0,,,,,51146
1626,1626,1626,1626,1626,1626,1626,478130_4419430_38_218,N,38,478130,4419430,38,218,,medium,,,,,,,,,,,,,0,,,,,51148
1627,1627,1627,1627,1627,1627,1627,478130_4419430_38_219,N,38,478130,4419430,38,219,,medium,,,,slipped,,,,,,,,,0,,,,,51150
1628,1628,1628,1628,1628,1628,1628,478130_4419430_38_220,N,38,478130,4419430,38,220,,fine,,,,,,,,,,,,,0,,,,,51152
1629,1629,1629,1629,1629,1629,1629,478130_4419430_38_221,N,38,478130,4419430,38,221,,medium,,,,,,,,,,,,,0,,,,,51154
1630,1630,1630,1630,1630,1630,1630,478130_4419430_38_222,N,38,478130,4419430,38,222,,medium,,,,,,,,,,,,,0,,,,,51156
1631,1631,1631,1631,1631,1631,1631,478130_4419430_38_223,N,38,478130,4419430,38,223,,medium,,,,,,,,,,,,,0,,,,,51160
1632,1632,1632,1632,1632,1632,1632,478130_4419430_38_224,N,38,478130,4419430,38,224,,medium,,,,,,,,,,,,,0,,,,,51162
1633,1633,1633,1633,1633,1633,1633,478130_4419430_38_225,N,38,478130,4419430,38,225,,medium,,,,slipped,,,,,,,,,0,,,,,51164
1634,1634,1634,1634,1634,1634,1634,478130_4419430_38_226,N,38,478130,4419430,38,226,,medium,,,,,,,,,,,,,0,,,,,51166
1635,1635,1635,1635,1635,1635,1635,478130_4419430_38_227,N,38,478130,4419430,38,227,,medium,,,,,,,,,,,,,0,,,,,51168
1636,1636,1636,1636,1636,1636,1636,478130_4419430_38_228,N,38,478130,4419430,38,228,,fine,,,,,,,,,,,,,0,,,,,51170
1637,1637,1637,1637,1637,1637,1637,478130_4419430_38_229,N,38,478130,4419430,38,229,,medium,,,,,,,,,,,,,0,,,,,51172
1638,1638,1638,1638,1638,1638,1638,478130_4419430_38_230,N,38,478130,4419430,38,230,,medium,,,,,,ridged,,,,,,,0,,,,,51174
1639,1639,1639,1639,1639,1639,1639,478130_4419430_38_231,N,38,478130,4419430,38,231,,medium,,,,,,,,,,,,,0,,,,,51176
1640,1640,1640,1640,1640,1640,1640,478130_4419430_38_232,N,38,478130,4419430,38,232,,medium,,,,slipped,,,,,,,,,0,,,,,51178
1641,1641,1641,1641,1641,1641,1641,478130_4419430_38_233,N,38,478130,4419430,38,233,,medium,,,,slipped,,,,,,,,,0,,,,,51180
1642,1642,1642,1642,1642,1642,1642,478130_4419430_38_234,N,38,478130,4419430,38,234,,medium,,,,slipped,,,,,,,,,0,,,,,51182
1643,1643,1643,1643,1643,1643,1643,478130_4419430_38_235,N,38,478130,4419430,38,235,,medium,,,,,,,,,,,,,0,,,,,51186
1644,1644,1644,1644,1644,1644,1644,478130_4419430_38_236,N,38,478130,4419430,38,236,,medium,,,,,,,,,,,,,0,,,,,51189
1645,1645,1645,1645,1645,1645,1645,478130_4419430_38_237,N,38,478130,4419430,38,237,,medium,,,,,,,,,,,,,0,,,,,51191
1646,1646,1646,1646,1646,1646,1646,478130_4419430_38_238,N,38,478130,4419430,38,238,,medium,,,,,,,,,,,,,0,,,,,51193
1647,1647,1647,1647,1647,1647,1647,478130_4419430_38_239,N,38,478130,4419430,38,239,,fine,,,,,,,,,,,,,0,,,,,51195
1648,1648,1648,1648,1648,1648,1648,478130_4419430_38_240,N,38,478130,4419430,38,240,,medium,,,,,,,,,,,,,0,,,,,51197
1649,1649,1649,1649,1649,1649,1649,478130_4419430_38_241,N,38,478130,4419430,38,241,,medium,,,,slipped,,,,,,,,,0,,,,,51199
1650,1650,1650,1650,1650,1650,1650,478130_4419430_38_242,N,38,478130,4419430,38,242,,fine,,,,,,,,,,,,,0,,,,,51201
1651,1651,1651,1651,1651,1651,1651,478130_4419430_38_243,N,38,478130,4419430,38,243,,medium,,,,,,,,,,,,,0,,,,,51203
1652,1652,1652,1652,1652,1652,1652,478130_4419430_38_244,N,38,478130,4419430,38,244,,medium,,,,,,,,,,,,,0,,,,,51205
1653,1653,1653,1653,1653,1653,1653,478130_4419430_38_245,N,38,478130,4419430,38,245,,medium,,,,,,,,,,,,,0,,,,,51207
1654,1654,1654,1654,1654,1654,1654,478130_4419430_38_246,N,38,478130,4419430,38,246,,medium,,,,,,,,,,,,,0,,,,,51209
1655,1655,1655,1655,1655,1655,1655,478130_4419430_38_247,N,38,478130,4419430,38,247,,medium,,,,,,,,,,,,,0,,,,,51211
1656,1656,1656,1656,1656,1656,1656,478130_4419430_38_248,N,38,478130,4419430,38,248,,medium,,,,,,,,,,,,,0,,,,,51213
1657,1657,1657,1657,1657,1657,1657,478130_4419430_38_249,N,38,478130,4419430,38,249,,medium,,,,,,line - zigzag,,,,,,,0,,,,,51215
1658,1658,1658,1658,1658,1658,1658,478130_4419430_38_250,N,38,478130,4419430,38,250,,fine,,,,,,,,,,,,,0,,,,,51217
1659,1659,1659,1659,1659,1659,1659,478130_4419430_38_251,N,38,478130,4419430,38,251,,medium,,,,,,,,,,,,,0,,,,,51219
1660,1660,1660,1660,1660,1660,1660,478130_4419430_38_252,N,38,478130,4419430,38,252,,coarse,,,,,,,,,,,,,0,,,,,51221
1661,1661,1661,1661,1661,1661,1661,478130_4419430_38_253,N,38,478130,4419430,38,253,,medium,,,,,,,,,,,,,0,,,,,51223
1662,1662,1662,1662,1662,1662,1662,478130_4419430_38_254,N,38,478130,4419430,38,254,,medium,,,,,,,,,,,,,0,,,,,51226
1663,1663,1663,1663,1663,1663,1663,478130_4419430_38_255,N,38,478130,4419430,38,255,,medium,,,,,,,,,,,,,0,,,,,51229
1664,1664,1664,1664,1664,1664,1664,478130_4419430_38_256,N,38,478130,4419430,38,256,,medium,,,,slipped,,,,,,,,,0,,,,,51231
1665,1665,1665,1665,1665,1665,1665,478130_4419430_38_257,N,38,478130,4419430,38,257,,medium,,,,,,line - cross-hatch,,,,,,,0,,,,,51233
1666,1666,1666,1666,1666,1666,1666,478130_4419430_38_258,N,38,478130,4419430,38,258,,medium,,,,burnished,,,,,,,,,0,,,,,51235
1667,1667,1667,1667,1667,1667,1667,478130_4419430_38_259,N,38,478130,4419430,38,259,,medium,,,,,,,,,,,,,0,,,,,51237
1668,1668,1668,1668,1668,1668,1668,478130_4419430_38_260,N,38,478130,4419430,38,260,,medium,,,,,,,,,,,,,0,,,,,51239
1669,1669,1669,1669,1669,1669,1669,478130_4419430_38_261,N,38,478130,4419430,38,261,,medium,,,,slipped,,circles,,,,,,,0,,,,,51241
1670,1670,1670,1670,1670,1670,1670,478130_4419430_38_262,N,38,478130,4419430,38,262,,coarse,,,,,,,,,,,,,0,,,,,51246
1671,1671,1671,1671,1671,1671,1671,478130_4419430_38_264,N,38,478130,4419430,38,264,,medium,,,,slipped,,,,,,,,,0,,,,,51250
1672,1672,1672,1672,1672,1672,1672,478130_4419430_38_265,N,38,478130,4419430,38,265,,medium,,,,,,,,,,,,,0,,,,,51252
1673,1673,1673,1673,1673,1673,1673,478130_4419430_38_266,N,38,478130,4419430,38,266,,medium,,,,,,,,,,,,,0,,,,,51254
1674,1674,1674,1674,1674,1674,1674,478130_4419430_38_267,N,38,478130,4419430,38,267,,medium,,,,slipped,,,,,,,,,0,,,,,51256
1675,1675,1675,1675,1675,1675,1675,478130_4419430_38_268,N,38,478130,4419430,38,268,,medium,,,,,,,,,,,,,0,,,,,51258
1676,1676,1676,1676,1676,1676,1676,478130_4419430_38_269,N,38,478130,4419430,38,269,,fine,,,,slipped,,ridged,,,,,,,0,,,,,51260
1677,1677,1677,1677,1677,1677,1677,478130_4419430_38_270,N,38,478130,4419430,38,270,,fine,,,,slipped and burnished,,,,,,,,,0,,,,,51262
1678,1678,1678,1678,1678,1678,1678,478130_4419430_38_271,N,38,478130,4419430,38,271,,medium,,,,slipped,,line - parallel straight,,,,,,,0,,,,,51264
1679,1679,1679,1679,1679,1679,1679,478130_4419430_38_272,N,38,478130,4419430,38,272,,medium,,,,slipped,,,,,,,,,0,,,,,51266
1680,1680,1680,1680,1680,1680,1680,478130_4419430_38_273,N,38,478130,4419430,38,273,,medium,,,,,,,,,,,,,0,,,,,51268
1681,1681,1681,1681,1681,1681,1681,478130_4419430_38_274,N,38,478130,4419430,38,274,,coarse,,,,,,,,,,,,,0,,,,,51270
1682,1682,1682,1682,1682,1682,1682,478130_4419430_38_275,N,38,478130,4419430,38,275,,medium,,,,,,,,,,,,,0,,,,,51272
1683,1683,1683,1683,1683,1683,1683,478130_4419430_38_276,N,38,478130,4419430,38,276,,medium,,,,,,,,,,,,,0,,,,,51274
1684,1684,1684,1684,1684,1684,1684,478130_4419430_38_277,N,38,478130,4419430,38,277,,medium,,,,slipped,,,,,,,,,0,,,,,51276
1685,1685,1685,1685,1685,1685,1685,478130_4419430_38_278,N,38,478130,4419430,38,278,,medium,,,,,,,,,,,,,0,,,,,51278
1686,1686,1686,1686,1686,1686,1686,478130_4419430_38_279,N,38,478130,4419430,38,279,,medium,,,,slipped,,,,,,,,,0,,,,,51281
1687,1687,1687,1687,1687,1687,1687,478130_4419430_38_280,N,38,478130,4419430,38,280,,medium,,,,,,,,,,,,,0,,,,,51283
1688,1688,1688,1688,1688,1688,1688,478130_4419430_38_281,N,38,478130,4419430,38,281,,fine,,,,,,,,,,,,,0,,,,,51285
1689,1689,1689,1689,1689,1689,1689,478130_4419430_38_282,N,38,478130,4419430,38,282,,fine,,,,,,,,,,,,,0,,,,,51287
1690,1690,1690,1690,1690,1690,1690,478130_4419430_38_283,N,38,478130,4419430,38,283,,medium,,,,,,,,,,,,,0,,,,,51289
1691,1691,1691,1691,1691,1691,1691,478130_4419430_38_284,N,38,478130,4419430,38,284,,medium,,,,,,,,,,,,,0,,,,,51291
1692,1692,1692,1692,1692,1692,1692,478130_4419430_38_285,N,38,478130,4419430,38,285,,medium,,,,slipped,,,,,,,,,0,,,,,51293
1693,1693,1693,1693,1693,1693,1693,478130_4419430_38_286,N,38,478130,4419430,38,286,,medium,,,,slipped,,,,,,,,,0,,,,,51295
1694,1694,1694,1694,1694,1694,1694,478130_4419430_38_287,N,38,478130,4419430,38,287,,medium,,,,slipped,,,,,,,,,0,,,,,51297
1695,1695,1695,1695,1695,1695,1695,478130_4419430_38_288,N,38,478130,4419430,38,288,,medium,,,,,,,,,,,,,0,,,,,51299
1696,1696,1696,1696,1696,1696,1696,478130_4419430_38_289,N,38,478130,4419430,38,289,,medium,,,,,,,,,,,,,0,,,,,51301
1697,1697,1697,1697,1697,1697,1697,478130_4419430_38_290,N,38,478130,4419430,38,290,,medium,,,,,,,,,,,,,0,,,,,51303
1698,1698,1698,1698,1698,1698,1698,478130_4419430_38_291,N,38,478130,4419430,38,291,,fine,,,,slipped,,,,,,,,,0,,,,,51305
1699,1699,1699,1699,1699,1699,1699,478130_4419430_38_292,N,38,478130,4419430,38,292,,medium,,,,,,,,,,,,,0,,,,,51307
1700,1700,1700,1700,1700,1700,1700,478130_4419430_38_293,N,38,478130,4419430,38,293,,medium,,,,,,,,,,,,,0,,,,,51309
1701,1701,1701,1701,1701,1701,1701,478130_4419430_38_294,N,38,478130,4419430,38,294,,medium,,,,slipped,,,,,,,,,0,,,,,51311
1702,1702,1702,1702,1702,1702,1702,478130_4419430_38_295,N,38,478130,4419430,38,295,,medium,,,,slipped,,,,,,,,,0,,,,,51313
